VA Pharmacy Benefits Management Services,,,,,,
Hines IL,,,,,,
"VA Product Names from National Drug File, Including Recent Changes ",,,,,,
National Formulary Indicator is Omitted for Supplies,,,,,,
,,,,,,
GENERIC,VA_PRODUCT,VA_CLASS,NF_INDICATOR,ITEM_STATUS,PPS Add Date,PPS Delete Date
CALCIUM CARBONATE/VITAMIN D,CALCIUM CARBONATE 1.5GM/VITAMIN D 200UNT TAB,VT802,Y,INACTIVE,10/16/2012,3/4/2010
CALCIUM CARBONATE,"CALCIUM CARBONATE 1250MG/5ML SUSP,ORAL",TN420,N,ACTIVE,10/16/2012,
CALCIUM CARBONATE,"CALCIUM CARBONATE 1GM TAB,CHEWABLE",GA105,Y,ACTIVE,10/16/2012,
CALCIUM CARBONATE,CALCIUM CARBONATE 1GM/5ML LIQUID,GA105,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM CARBONATE/SIMETHICONE,CALCIUM CARBONATE 1GM/SIMETHICONE 30MG/5ML LIQUID,GA199,N,INACTIVE,10/16/2012,9/2/2008
CALCIUM CARBONATE/SIMETHICONE,"CALCIUM CARBONATE 1GM/SIMETHICONE 60MG TAB,CHEWABLE",GA199,N,ACTIVE,10/16/2012,
CALCIUM CARBONATE/FOLIC ACID/MAGNESIUM CARBONATE,CALCIUM CARBONATE 200/FOLIC ACID 1/MAGNESIUM CARBONATE 400MG TAB,GA106,N,ACTIVE,10/16/2012,
CALCIUM CARBONATE/MAGNESIUM CARBONATE,CALCIUM CARBONATE 250MG/MAGNESIUM CARBONATE 300MG TAB,GA106,N,ACTIVE,10/16/2012,
CALCIUM CARBONATE/VITAMIN D,CALCIUM CARBONATE 250MG/VITAMIN D 125UNT TAB,VT802,Y,INACTIVE,10/16/2012,1/20/2010
CALCIUM CARBONATE/PECTIN,CALCIUM CARBONATE 261MG/PECTIN 65MG TAB,GA900,N,INACTIVE,10/16/2012,9/2/2008
CALCIUM CARBONATE/MAGNESIUM CARBONATE,CALCIUM CARBONATE 270MG/MAGNESIUM CARBONATE 97MG TAB,GA106,N,INACTIVE,10/16/2012,9/2/2008
CALCIUM CARBONATE/PHENOBARBITAL,CALCIUM CARBONATE 300MG/PHENOBARBITAL 9MG TAB,GA900,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM CARBONATE/SIMETHICONE,CALCIUM CARBONATE 300MG/SIMETHICONE 40MG TAB,GA199,N,INACTIVE,10/16/2012,9/2/2008
CALCIUM CARBONATE/MAGNESIUM CARBONATE,CALCIUM CARBONATE 311MG/MAGNESIUM CARBONATE 232MG TAB,GA106,N,INACTIVE,10/16/2012,9/2/2008
CALCIUM CARBONATE/SODIUM FLUORIDE,CALCIUM CARBONATE 364MG/SODIUM FLUORIDE 8.3MG CAP,TN490,N,ACTIVE,10/16/2012,
CALCIUM CARBONATE/SODIUM FLUORIDE,CALCIUM CARBONATE 364MG/SODIUM FLUORIDE 8.3MG TAB,TN490,N,ACTIVE,10/16/2012,
CALCIUM CARBONATE,"CALCIUM CARBONATE 400MG TAB,CHEWABLE",GA105,Y,ACTIVE,10/16/2012,
CALCIUM CARBONATE,CALCIUM CARBONATE 400MG/5ML LIQUID,GA105,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM CARBONATE,"CALCIUM CARBONATE 400MG/5ML SUSP,ORAL",GA105,N,ACTIVE,7/19/2018,
CALCIUM CARBONATE/MAGNESIUM CARBONATE,CALCIUM CARBONATE 400MG/MAGNESIUM CARBONATE 200MG TAB,GA106,N,INACTIVE,10/16/2012,4/7/2010
CALCIUM CARBONATE,"CALCIUM CARBONATE 420MG TAB,CHEWABLE",TN420,Y,ACTIVE,10/16/2012,
CALCIUM CARBONATE/GLYCINE,"CALCIUM CARBONATE 420MG/GLYCINE 180MG TAB,CHEWABLE",GA105,N,INACTIVE,10/16/2012,7/8/2011
CALCIUM CARBONATE/PECTIN,"CALCIUM CARBONATE 420MG/PECTIN 130MG TAB,CHEWABLE",GA208,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM CARBONATE,CALCIUM CARBONATE 500MG CAP,TN420,Y,INACTIVE,10/16/2012,2/4/2011
CALCIUM CARBONATE,"CALCIUM CARBONATE 500MG GUM,CHEWABLE",GA105,N,INACTIVE,10/16/2012,3/3/2010
CALCIUM CARBONATE,CALCIUM CARBONATE 500MG TAB,TN420,Y,INACTIVE,10/16/2012,9/14/2011
CALCIUM CARBONATE,"CALCIUM CARBONATE 500MG TAB,CHEWABLE",TN420,Y,ACTIVE,10/16/2012,
CALCIUM CARBONATE,"CALCIUM CARBONATE 500MG/5ML SUSP,ORAL",GA105,N,INACTIVE,10/16/2012,9/7/2000
CALCIUM CARBONATE/SIMETHICONE,"CALCIUM CARBONATE 500MG/SIMETHICONE 20MG TAB,CHEWABLE",GA199,N,INACTIVE,10/16/2012,9/2/2008
CALCIUM CARBONATE/SIMETHICONE,CALCIUM CARBONATE 500MG/SIMETHICONE 20MG/5ML LIQUID,GA199,N,INACTIVE,10/16/2012,9/29/2016
CALCIUM CARBONATE/VITAMIN D,CALCIUM CARBONATE 500MG/VITAMIN D 125UNT TAB,VT802,Y,INACTIVE,10/16/2012,3/3/2010
CALCIUM CARBONATE/MAGNESIUM CARBONATE,CALCIUM CARBONATE 520MG/MAGNESIUM CARBONATE 400MG TAB,GA106,N,INACTIVE,10/16/2012,9/2/2008
CALCIUM CARBONATE/MAGNESIUM CARBONATE,CALCIUM CARBONATE 520MG/MAGNESIUM CARBONATE 400MG/5ML LIQUID,GA106,N,INACTIVE,10/16/2012,9/2/2008
CALCIUM CARBONATE/MAGNESIUM CARBONATE,"CALCIUM CARBONATE 520MG/MAGNESIUM CARBONATE 400MG/5ML SUSP,ORAL",GA106,N,INACTIVE,10/16/2012,9/2/2008
CALCIUM CARBONATE/MAGNESIUM HYDROXIDE,"CALCIUM CARBONATE 550MG/MAGNESIUM HYDROXIDE 110MG TAB,CHEWABLE",GA106,N,ACTIVE,6/25/2015,
CALCIUM CARBONATE/MAGNESIUM HYDROXIDE,"CALCIUM CARBONATE 585MG/MAGNESIUM HYDROXIDE 120MG TAB,CHEWABLE",GA106,N,INACTIVE,10/16/2012,5/26/2011
CALCIUM CARBONATE,CALCIUM CARBONATE 600MG TAB,TN420,Y,ACTIVE,10/16/2012,
CALCIUM CARBONATE,"CALCIUM CARBONATE 600MG TAB,CHEWABLE",GA105,Y,ACTIVE,10/16/2012,
CALCIUM CARBONATE/MINERALS/VITAMIN D,"CALCIUM CARBONATE 600MG/MINERALS/VITAMIN D TAB,CHEW",VT809,N,ACTIVE,10/16/2012,
CALCIUM CARBONATE/VITAMIN D,CALCIUM CARBONATE 600MG/VITAMIN D 125UNT TAB,VT802,Y,ACTIVE,10/16/2012,
CALCIUM CARBONATE,CALCIUM CARBONATE 650MG TAB,TN420,Y,ACTIVE,10/16/2012,
CALCIUM CARBONATE/MAGNESIUM HYDROXIDE,"CALCIUM CARBONATE 675MG/MAGNESIUM HYDROXIDE 135MG TAB,CHEWABLE",GA106,N,ACTIVE,10/16/2012,
CALCIUM CARBONATE/MAGNESIUM HYDROXIDE,"CALCIUM CARBONATE 700MG/MAGNESIUM HYDROXIDE 300MG TAB,CHEW",GA106,N,ACTIVE,10/16/2012,
CALCIUM CARBONATE,"CALCIUM CARBONATE 750MG TAB,CHEWABLE",GA105,Y,ACTIVE,10/16/2012,
CALCIUM CARBONATE,CALCIUM CARBONATE PWDR,PH000,N,ACTIVE,10/16/2012,
CALCIUM CARBONATE/CALCIUM PHOSPHATE,"CALCIUM CARBONATE/CALCIUM PHOSPHATE PASTE,DENTAL",OR200,N,INACTIVE,10/16/2012,12/2/2004
CALCIUM CARBONATE/SIMETHICONE,"CALCIUM CARBONATE/SIMETHICONE POWDER,ORAL",GA199,N,INACTIVE,10/16/2012,9/28/2007
CALCIUM CHLORIDE,CALCIUM CHLORIDE 100MG/ML INJ,TN420,Y,ACTIVE,10/16/2012,
CALCIUM CITRATE,"CALCIUM CITRATE (CA 250MG) TAB,CHEWABLE",TN420,N,ACTIVE,10/16/2012,
CALCIUM CITRATE/GLUTAMIC ACID,CALCIUM CITRATE 1.04GM/GLUTAMIC ACID 50MG TAB,TN420,N,INACTIVE,10/16/2012,12/1/2009
CALCIUM CITRATE/VITAMIN D,CALCIUM CITRATE 200MG/VITAMIN D 200UNT TAB,VT802,Y,INACTIVE,10/16/2012,3/4/2010
CALCIUM CITRATE/VITAMIN D,CALCIUM CITRATE 200MG/VITAMIN D 250UNT TAB,VT802,Y,ACTIVE,10/16/2012,
CALCIUM CITRATE/VITAMIN D,CALCIUM CITRATE 250MG/VITAMIN D 200UNT TAB,VT802,Y,ACTIVE,10/21/2013,
CALCIUM CITRATE/VITAMIN D,CALCIUM CITRATE 315MG/VITAMIN D 200UNT TAB,VT802,Y,ACTIVE,10/16/2012,
CALCIUM CITRATE/VITAMIN D,CALCIUM CITRATE 315MG/VITAMIN D 250UNT TAB,VT802,Y,ACTIVE,10/16/2012,
CALCIUM,"CALCIUM CITRATE 500MG TAB,EFFERVSC",TN420,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM CITRATE,CALCIUM CITRATE 950MG TAB,TN420,Y,ACTIVE,10/16/2012,
CALCIUM CREOSOTATE/IODINE,CALCIUM CREOSOTATE 259MG/IODINE 2MG TAB,RE302,N,INACTIVE,10/16/2012,9/28/2007
CALCIUM FOLINATE,CALCIUM FOLINATE 10MG/ML INJ,VT102,N,ACTIVE,10/16/2012,
CALCIUM GLUBIONATE,CALCIUM GLUBIONATE 1.8GM/5ML SYRUP,TN420,N,INACTIVE,10/16/2012,12/15/2017
CALCIUM GLUCEPTATE,CALCIUM GLUCEPTATE 220MG/ML INJ,TN420,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM GLUCONATE,CALCIUM GLUCONATE 100MG/ML (PF) INJ,TN420,Y,ACTIVE,10/16/2012,
CALCIUM GLUCONATE,CALCIUM GLUCONATE 100MG/ML INJ,TN420,Y,ACTIVE,10/16/2012,
CALCIUM GLUCONATE,CALCIUM GLUCONATE 1GM TAB,TN420,N,INACTIVE,10/16/2012,6/14/2010
CALCIUM GLUCONATE,"CALCIUM GLUCONATE 1GM/100ML/D5W INJ,BAG,100ML",TN420,Y,ACTIVE,6/9/2016,
CALCIUM GLUCONATE,"CALCIUM GLUCONATE 1GM/100ML/NACL 0.9% INJ,BAG,100ML",TN420,Y,ACTIVE,10/23/2015,
CALCIUM GLUCONATE,"CALCIUM GLUCONATE 1GM/50ML/NACL 0.9% INJ,BAG,50ML",TN420,Y,ACTIVE,10/16/2012,
CALCIUM GLUCONATE,"CALCIUM GLUCONATE 2GM/100ML/NACL 0.9% INJ,BAG,100ML",TN420,Y,ACTIVE,10/16/2012,
CALCIUM GLUCONATE,"CALCIUM GLUCONATE 2GM/50ML/NACL 0.9% INJ,BAG,50ML",TN420,Y,INACTIVE,6/30/2016,10/15/2019
CALCIUM GLUCONATE,"CALCIUM GLUCONATE 3GM/100ML/NACL 0.9% INJ,BAG,100ML",TN420,Y,INACTIVE,6/9/2016,10/15/2019
CALCIUM GLUCONATE,CALCIUM GLUCONATE 487.5MG TAB,TN420,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM GLUCONATE,CALCIUM GLUCONATE 500MG TAB,TN420,N,ACTIVE,10/16/2012,
CALCIUM GLUCONATE,CALCIUM GLUCONATE 650MG TAB,TN420,N,ACTIVE,10/16/2012,
CALCIUM GLUCONATE,CALCIUM GLUCONATE 975MG TAB,TN420,N,ACTIVE,10/16/2012,
CALCIUM GLUCONATE,CALCIUM GLUCONATE PWDR,PH000,N,ACTIVE,10/16/2012,
CALCIUM GLYCEROPHOSPHATE/CALCIUM LEVULINATE,CALCIUM GLYCEROPHOSPHATE 10MG/CALCIUM LEVULINATE 15MG/ML INJ,TN420,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM GLYCEROPHOSPHATE/CALCIUM LACTATE,CALCIUM GLYCEROPHOSPHATE 5MG/CALCIUM LACTATE 5MG/ML INJ,TN420,N,INACTIVE,10/16/2012,3/2/2011
CALCIUM GLYCEROPHOSPHATE,CALCIUM GLYCEROPHOSPHATE 65MG TAB,GA105,N,INACTIVE,1/27/2015,6/15/2016
CALCIUM HYDROXIDE,CALCIUM HYDROXIDE PWDR,PH000,N,ACTIVE,10/16/2012,
CALCIUM IODIDE/ISOPROTERENOL,CALCIUM IODIDE 150MG/ISOPROTERENOL SO4 3MG/5ML SYRUP,RE109,N,INACTIVE,10/16/2012,7/31/2003
CALCIUM IODIZED/PEPTONE/THYROID,CALCIUM IODIZED 120MG/PEPTONE 60MG/THYROID 120MG TAB,HS851,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM IODIZED/PEPTONE/THYROID,CALCIUM IODIZED 130MG/PEPTONE 65MG/THYROID 130MG TAB,HS851,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM LACTATE,CALCIUM LACTATE 1.14GM TAB,TN420,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM LACTATE,CALCIUM LACTATE 325MG TAB,TN420,N,INACTIVE,10/16/2012,10/1/2008
CALCIUM LACTATE,CALCIUM LACTATE 648MG TAB,TN420,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM LACTATE,CALCIUM LACTATE 650MG TAB,TN420,N,ACTIVE,10/16/2012,
CALCIUIM LACTATE/THIAMINE,CALCIUM LACTATE 650MG/THIAMINE 10MG TAB,VT802,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM PANGAMATE,CALCIUM PANGAMATE CAP/TAB,HA000,N,ACTIVE,10/16/2012,
CALCIUM PANTOTHENATE/DANTHRON,CALCIUM PANTOTHENATE 25MG/DANTHRON 75MG TAB,GA209,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM PHOSPHATE,CALCIUM PHOSPHATE 600MG TAB,TN420,N,INACTIVE,10/16/2012,2/18/2010
CALCIUM PHOSPHATE,"CALCIUM PHOSPHATE,DIBASIC 488MG TAB",TN420,N,INACTIVE,10/16/2012,9/18/2007
CALCIUM POLYCARBOPHIL,"CALCIUM POLYCARBOPHIL 1GM TAB,CHEWABLE",GA201,N,INACTIVE,10/16/2012,9/28/2007
CALCIUM POLYCARBOPHIL,"CALCIUM POLYCARBOPHIL 500MG TAB,CHEWABLE",GA900,N,ACTIVE,10/16/2012,
CALCIUM POLYCARBOPHIL,CALCIUM POLYCARBOPHIL 625MG TAB,GA201,Y,ACTIVE,10/16/2012,
CALCIUM POLYCARBOPHIL,"CALCIUM POLYCARBOPHIL 625MG TAB,CHEWABLE",GA201,N,INACTIVE,10/16/2012,12/7/2011
CALCIUM POLYCARBOPHIL,"CALCIUM POLYCARBOPHIL 625MG TAB,UD",GA201,Y,ACTIVE,10/16/2012,
CALCIUM UNDECYLENATE/ZINC UNDECYLENATE,"CALCIUM UNDECYLENATE 2%/ZINC UNDECYLENATE 20% PWDR,AEROSOL",DE102,N,INACTIVE,10/16/2012,2/18/2010
CALCIUM/MAGNESIUM/VITAMIN D/ZINC,CALCIUM/MAGNESIUM/VITAMIN D/ZINC TAB,TN490,N,INACTIVE,10/16/2012,6/21/2012
CALENDULA,CALENDULA CAP/TAB,HA000,N,ACTIVE,10/16/2012,
CALENDULA,"CALENDULA GEL,TOP",HA000,N,ACTIVE,10/16/2012,
CALENDULA,"CALENDULA LIQUID,TOP",HA000,N,ACTIVE,10/16/2012,
CALENDULA,"CALENDULA OINT,TOP",HA000,N,ACTIVE,7/13/2018,
CALENDULA,"CALENDULA SPRAY,TOP",HA000,N,ACTIVE,10/16/2012,
CALFACTANT,"CALFACTANT 35MG/ML SUSP,INTRATRACHEAL",RE900,N,ACTIVE,10/16/2012,
CALAMINE/LANOLIN/MENTHOL/ZINC OXIDE,CALMOSEPTINE OINT,DE900,N,ACTIVE,10/16/2012,
LANOLIN/MINERAL OIL,CAMEO OIL TOP,DE900,N,INACTIVE,10/16/2012,12/16/2009
NORETHINDRONE,"CAMILA 0.35MG TAB,28",HS800,Y,ACTIVE,1/24/2013,
BACITRACIN/DIPERODON/NEOMYCIN/POLYMYXIN B,"CAMPHO-PHENIQUE ANTIBIOTIC OINT,TOP",DE900,N,INACTIVE,10/16/2012,2/4/2011
CAMPHOR/MENTHOL,"CAMPHOR 0.2%/MENTHOL 3.5% GEL,TOP",DE650,N,ACTIVE,10/16/2012,
CAMPHOR/MENTHOL,CAMPHOR 0.5%/MENTHOL 0.5% LOTION,DE900,Y,ACTIVE,10/16/2012,
CAMPHOR/GLYCERIN/MINERAL OIL/PHENOL,"CAMPHOR 10.8%/PHENOL 4.7% GEL,TOP",DE900,N,ACTIVE,10/16/2012,
CAMPHOR/PHENOL,"CAMPHOR 10.8%/PHENOL 4.7% LIQUID,TOP",DE900,N,ACTIVE,10/16/2012,
CAMPHOR/MENTHOL,"CAMPHOR 11%/MENTHOL 16% CREAM,TOP",DE650,N,ACTIVE,9/23/2016,
CAMPHOR/MENTHOL/PHENOL,"CAMPHOR 16%/MENTHOL 8%/PHENOL 68.75% LIQUID,DENT",OR900,N,INACTIVE,10/16/2012,9/28/2007
CAMPHOR/MENTHOL/METHYL SALICYLATE,CAMPHOR 2%/LIDOCAINE 2.5%/METHYL SALICYLATE 4% PATCH,DE650,N,ACTIVE,9/30/2016,
CAMPHOR/MENTHOL/METHYL SALICYLATE,"CAMPHOR 2%/MENTHOL 1%/ME SALICYLATE 4.9% LIQUID,TOP",DE650,N,ACTIVE,10/16/2012,
CAMPHOR/MENTHOL/METHYL SALICYLATE,"CAMPHOR 3%/MENTHOL 1.25%/ME SALICYLATE 10% LIQUID,TOP",DE650,N,INACTIVE,10/16/2012,2/18/2010
CAMPHOR/MENTHOL,"CAMPHOR 3%/MENTHOL 3% GEL,TOP",DE650,N,ACTIVE,9/16/2019,
CAMPHOR/MENTHOL,"CAMPHOR 4%/MENTHOL 10% CREAM,TOP",DE650,N,ACTIVE,10/4/2019,
CAMPHOR/MENTHOL,"CAMPHOR 4%/MENTHOL 10% GEL,TOP",DE650,N,ACTIVE,9/1/2016,
CAMPHOR/EUCALYPTUS OIL/MENTHOL,"CAMPHOR 4.7%/EUCALYPTUS 1.2%/MENTHOL 2.6% CREAM,TOP",RE900,N,INACTIVE,10/16/2012,9/28/2007
CAMPHOR/EUCALYPTUS OIL/MENTHOL/TURPENTINE SPIRITS,CAMPHOR 4.73%/EUCALYPTUS 1.2%/MENTHOL 2.6%/TURPENTINE 4.6% OINT,RE900,N,ACTIVE,10/16/2012,
CAMPHOR/MENTHOL,"CAMPHOR 5%/MENTHOL 5% GEL,TOP",DE650,N,INACTIVE,10/16/2012,2/18/2010
CAMPHOR/PARACHLOROPHENOL,"CAMPHOR 65%/PARACHLOROPHENOL 35% SOLN,DENT",OR900,N,INACTIVE,10/16/2012,9/28/2007
CAMPHOR/MENTHOL,CAMPHOR 9%/MENTHOL 1.35% OINT,DE650,N,ACTIVE,10/16/2012,
CAMPHOR,CAMPHOR CRYSTALS,PH000,N,ACTIVE,10/16/2012,
CAMPHOR,CAMPHOR GUM BLOCKS,PH000,N,ACTIVE,10/16/2012,
CAMPHOR,"CAMPHOR OINT,TOP",DE650,N,ACTIVE,7/21/2017,
CAMPHOR,CAMPHOR SPIRITS LIQUID,PH000,N,ACTIVE,10/16/2012,
CAMPHOR/EUCALYPTUS OIL/MENTHOL,CAMPHOR/EUCALYPTUS OIL/MENTHOL OINT,RE900,N,ACTIVE,6/17/2013,
CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE,"CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE 4.9% LIQ,TOP",DE650,N,INACTIVE,10/16/2012,9/18/2007
CAMPHOR/EUCALYPTUS/MENTHOL/METHYL SALICYLATE/TURPENTINE,CAMPHOR/EUCALYPTUS/MENTHOL/ME SAL/TURPENTINE CREAM,DE650,N,INACTIVE,10/16/2012,9/18/2007
CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE,CAMPHOR/EUCALYPTUS/MENTHOL/METHYL SALICYLATE LOTION,DE650,N,INACTIVE,10/16/2012,2/18/2010
CAMPHOR/EUCALYPTUS OIL/MENTHOL/PHENOL,CAMPHOR/EUCALYPTUS/MENTHOL/PHENOL LOTION,DE900,N,INACTIVE,10/16/2012,9/30/2008
CAMPHOR/ISOPROPANOL/MENTHOL/PROPYLENE GLYCOL,CAMPHOR/ISOPROPANOL/MENTHOL/PROPYLENE GLYCOL LOTION,DE900,N,ACTIVE,10/16/2012,
CAMPHOR/MENTHOL,"CAMPHOR/MENTHOL OINT,TOP",DE650,N,ACTIVE,10/16/2012,
CAMPHOR/MENTHOL/METHYL SALICYLATE,"CAMPHOR/MENTHOL/METHYL SALICYLATE OINT,TOP",DE650,N,ACTIVE,10/16/2012,
CAMPHOR/MENTHOL/METHYL SALICYLATE,CAMPHOR/MENTHOL/METHYL SALICYLATE PATCH,DE650,N,ACTIVE,6/13/2014,
CAMPHOR/MENTHOL/METHYL SALICYLATE/PEPPERMINT OIL,CAMPHOR/MENTHOL/METHYL SALICYLATE/PEPPERMINT OIL LOTION,DE650,N,INACTIVE,10/16/2012,2/4/2011
CAMPHOR/MENTHOL/METHYL SALICYLATE/SIBERIAN FIR OIL,"CAMPHOR/MENTHOL/METHYL SALICYLATE/SIBERIAN FIR OIL INHL,NASAL",HA000,N,ACTIVE,12/7/2018,
CAMPHOR/PRAMOXINE/ZINC,"CAMPHOR/PRAMOXINE/ZINC ACETATE LOTION,TOP",DE900,N,ACTIVE,10/16/2012,
CAMPHOR/SOAP,CAMPHOR/SOAP LINIMENT,DE900,N,INACTIVE,10/16/2012,9/18/2007
ETHINYL ESTRADIOL/LEVONORGESTREL,"CAMRESE 30MCG/0.15MG TAB,EC,91",HS200,N,ACTIVE,10/16/2012,
ETHINYL ESTRADIOL/LEVONORGESTREL,"CAMRESE LO 20MCG/0.1MG TAB,91",HS200,N,ACTIVE,3/22/2016,
CANAGLIFLOZIN,CANAGLIFLOZIN 100MG TAB,HS502,N,ACTIVE,4/12/2013,
CANAGLIFLOZIN/METFORMIN,"CANAGLIFLOZIN 150MG/METFORMIN HCL 1000MG TAB,ORAL",HS502,N,ACTIVE,8/21/2014,
CANAGLIFLOZIN/METFORMIN,"CANAGLIFLOZIN 150MG/METFORMIN HCL 500MG 24HR TAB,SA",HS502,N,ACTIVE,9/29/2016,
CANAGLIFLOZIN/METFORMIN,"CANAGLIFLOZIN 150MG/METFORMIN HCL 500MG TAB,ORAL",HS502,N,ACTIVE,8/21/2014,
CANAGLIFLOZIN/METFORMIN,"CANAGLIFLOZIN 150MG/METFORMIN HCL1000MG 24HR TAB,SA",HS502,N,ACTIVE,9/29/2016,
CANAGLIFLOZIN,CANAGLIFLOZIN 300MG TAB,HS502,N,ACTIVE,4/12/2013,
CANAGLIFLOZIN/METFORMIN,"CANAGLIFLOZIN 50MG/METFORMIN HCL 1000MG TAB,ORAL",HS502,N,ACTIVE,8/21/2014,
CANAGLIFLOZIN/METFORMIN,"CANAGLIFLOZIN 50MG/METFORMIN HCL 500MG 24HR TAB,SA",HS502,N,ACTIVE,9/29/2016,
CANAGLIFLOZIN/METFORMIN,"CANAGLIFLOZIN 50MG/METFORMIN HCL 500MG TAB,ORAL",HS502,N,ACTIVE,8/21/2014,
CANAGLIFLOZIN/METFORMIN,"CANAGLIFLOZIN 50MG/METFORMIN HCL1000MG 24HR TAB,SA",HS502,N,ACTIVE,9/29/2016,
CANAKINUMAB,"CANAKINUMAB 150MG/ML INJ,SOLN",IM600,N,ACTIVE,5/15/2017,
CANAKINUMAB,CANAKINUMAB 150MG/VIL INJ,IM600,N,INACTIVE,3/16/2017,6/16/2017
CANAKINUMAB,CANAKINUMAB 180MG/VIL INJ,IM600,N,INACTIVE,10/16/2012,3/16/2018
CANDESARTAN/HYDROCHLOROTHIAZIDE,CANDESARTAN CELEXETIL 32MG/HYDROCHLOROTHIAZIDE 12.5MG TAB,CV400,N,INACTIVE,10/16/2012,8/12/2009
CANDESARTAN,CANDESARTAN CILEXETIL 16MG TAB,CV805,N,ACTIVE,10/16/2012,
CANDESARTAN,"CANDESARTAN CILEXETIL 16MG TAB,UD",CV805,N,ACTIVE,10/16/2012,
CANDESARTAN/HYDROCHLOROTHIAZIDE,CANDESARTAN CILEXETIL 16MG/HYDROCHLOROTHIAZIDE 12.5MG TAB,CV400,N,ACTIVE,10/16/2012,
CANDESARTAN,CANDESARTAN CILEXETIL 32MG TAB,CV805,N,ACTIVE,10/16/2012,
CANDESARTAN,"CANDESARTAN CILEXETIL 32MG TAB,UD",CV805,N,ACTIVE,10/16/2012,
CANDESARTAN/HYDROCHLOROTHIAZIDE,CANDESARTAN CILEXETIL 32MG/HYDROCHLOROTHIAZIDE 12.5MG TAB,CV400,N,ACTIVE,10/16/2012,
CANDESARTAN/HYDROCHLOROTHIAZIDE,CANDESARTAN CILEXETIL 32MG/HYDROCHLOROTHIAZIDE 25MG TAB,CV400,N,ACTIVE,10/16/2012,
CANDESARTAN,CANDESARTAN CILEXETIL 4MG TAB,CV805,N,ACTIVE,10/16/2012,
CANDESARTAN,CANDESARTAN CILEXETIL 8MG TAB,CV805,N,ACTIVE,10/16/2012,
CANDIDA ALBICANS TEST,CANDIDA 1:100 SKIN TEST,DX300,Y,INACTIVE,10/16/2012,9/3/2008
CANDIDA ALBICANS TEST,CANDIDA 1:1000 SKIN TEST,DX300,N,INACTIVE,10/16/2012,9/2/2008
CANDIDA ALBICANS TEST,CANDIDA 1:500 SKIN TEST,DX300,Y,INACTIVE,10/16/2012,9/2/2008
CANDIDA ALBICANS TEST,CANDIDA ALBICANS SKIN TEST,DX300,Y,ACTIVE,10/16/2012,
CANDIDA/COCCIDIOIDIN,CANDIDA ALBICANS/COCCIDIOIDIN INJ TEST KIT,DX300,N,INACTIVE,10/16/2012,8/29/2003
CANDIDA/HISTOPLASMIN,CANDIDA ALBICANS/HISTOPLASMIN INJ TEST KIT,DX300,N,INACTIVE,10/16/2012,8/29/2003
CANDIDA/MUMPS,CANDIDA ALBICANS/MUMPS INJ TEST KIT,DX300,N,INACTIVE,10/16/2012,8/29/2003
CANGRELOR,CANGRELOR 50MG/VIL INJ,BL117,N,ACTIVE,7/10/2015,
CANNABIDIOL,"CANNABIDIOL 100MG/ML SOLN,ORAL",CN400,N,ACTIVE,10/11/2018,
CANNABIDIOL,CANNABIDIOL OIL,HA000,N,ACTIVE,5/12/2017,
CANNULA,"CANNULA,BLUNT PLASTIC BD#303345",XA900,,ACTIVE,10/16/2012,
CANTHARIDIN,"CANTHARIDIN 0.7%/COLLODION LIQUID,TOP",DE500,N,INACTIVE,10/16/2012,4/2/2002
CANTHARIDIN/PODOPHYLLIN/SALICYLIC ACID,"CANTHARIDIN 1%/PODOPHYLLIN 5%/SAL AC 30% LIQUID,TOP",DE500,N,INACTIVE,10/16/2012,4/2/2002
CAP,"CAP,CARTRIDGE ANIMAS #100-159-01",XA900,,ACTIVE,3/27/2017,
CAP,"CAP,CATH,INJECT LUER LOCK",XA900,,ACTIVE,2/27/2014,
CAP,"CAP,CATH,INJECT LUER LOCK DB-600",XA900,,ACTIVE,12/19/2019,
CAP,"CAP,HEAT & MOISTURE EXCHANGER PROVOX #7730",XA900,,ACTIVE,10/30/2019,
CAP,"CAP,J-TUBE,LUER-LOK",XA799,,ACTIVE,5/8/2018,
CAP,"CAP,LUER LOCK TIP BAXA #65001",XX000,,ACTIVE,10/16/2012,
SUPPLY,"CAP,NEEDLE-FREE VALVE MERIT #500LB",XA900,,ACTIVE,3/2/2018,
CAP,"CAP,NEEDLELESS IV BRAUN B2000-654493",XA855,,ACTIVE,10/16/2012,
