_id,ltable_id,rtable_id,ltable_name,ltable_category,ltable_fda_schedule,rtable_tokTitle,rtable_tokNews,gold_label
1466,117,117952,cocaine,"anesthetics,mucosal",schedule ii,addiction expert spared prison time case,dr torin finver well known treatment addicts personal struggles wednesday former hamburg doctor appeared federal judge acknowledge illegal importation cocaine heroin end spared additional prison time 55 previously pleaded guilty felony charge prosecutors accused using bitcoin cryptocurrency purchase dream market popular dark web marketplace assistant u attorney joshua violanti said case began november 2018 customs border protection officers chicago came across suspicious package germany addressed tested positive two similar packages california later located postal service inspectors rochester,1
1488,117,125408,cocaine,"anesthetics,mucosal",schedule ii,column hitting road summer eight podcasts try,course others exposed since wife podcast consultant audible none offerings among might want check satisfy cocaine rhinestones dolly parton america dark punch jam throughline heavyweight ear hustle would remiss mention mincing rascals wgn plus news chat regular panelist,1
1511,117,140758,cocaine,"anesthetics,mucosal",schedule ii,police beat vehicle occupants facing charges,sherwood police arrested three people early tuesday related charges according reports officer stopped vehicle johnson drive whitewood 1 30 failing signal turn driver 58 year old charles white search waiver file active parolee said found counterfeit 100 bill pocket searching bag cocaine ecstasy pills pill container adipex yellow straw residue inside purse passenger sherry brooks 50 terry fountain 56 possession hydrocodone oxycodone shoe box rear report later residence paraphernalia taken pulaski county jail yet roster charged five felony counts schedule ii iv bail set four two maintaining premises near certain sites forgery misdemeanor vi,1
1518,117,141985,cocaine,"anesthetics,mucosal",schedule ii,maroon 5 bassist mickey madden arrested alleged domestic violence,click email friend opens new window share twitter facebook maroon 5 bassist mickey madden arrested saturday afternoon los angeles following allegation domestic violence lapd confirmed page six charge 41 california penal code 273 means someone willfully inflicted traumatic injury spouse cohabitant lives married identity alleged victim immediately clear posted bail 50 000 spokesperson told us deeply devastated disappointing news learn looking seriously allowing individuals involved space work things 2016 cocaine charges accepted conditional dismissal offer exchange one day community service according reports,1
1519,117,142321,cocaine,"anesthetics,mucosal",schedule ii,former massachusetts gang leader pleads guilty racketeering charges,former second command massachusetts gang pleaded guilty tuesday charges racketeering conspiracy federal prosecutors said jorge rodriguez 32 new bedford ran cocaine network used multi unit apartment buildings known trap houses distribute us attorney office statement grand jury issued indictment alleging firearm 62 members leaders associates latin kings december first plead case,1
1534,119,92304,cannabidiol,"anesthetics,mucosal",schedule i,hemp cbd oil processing facility coming halifax county northam says,short cannabidiol cbd non intoxicating molecule found hemp marijuana cannabis plants enough compound thc get users high vast majority products come less 0 3,1
1566,0,157597,fentanyl,opioid analgesics,schedule ii,rhode island fights ods ad asks know dealer vegan,rhode island fighting sharp uptick accidental ods provocative online ad campaign know dealer vegan fistful cash get message 500 000 paid state behavioral healthcare department targets users may could selling fentanyl calling heroin ads ask well person sells cocaine trust illegal point people think serious often life threatening consequences using illicit substances contain risk user appropriately aware spokeswoman linda reilly told golocalprov com saw 22 percent spike overdoses first quarter year,1
1570,0,165024,fentanyl,opioid analgesics,schedule ii,ou nurse indicted grand jury wife ex prosecutor suspected assault,ou nurse indicted grand jury wife ex prosecutor suspected assault edmond charged theft high powered painkillers medical center state multi county thursday maria danielle mcclatchie three felony counts larceny controlled dangerous substance 39 accused stealing 896 micrograms fentanyl hospital mar 1 3 court records show synthetic opioid used treat pain 80 100 times stronger morphine according u enforcement administration jurors alleged willfully knowingly feloniously commit crime listed advanced practice registered general surgery website warrant arrest issued monday convicted faces 10 years prison,1
1596,0,207037,fentanyl,opioid analgesics,schedule ii,overdose deaths jump 2019 nearly 71 000 record high cdc says,cnn overdose deaths united states jumped last year projected 4 8 wiping slight decline 2018 setting new record high according preliminary data released wednesday us centers disease control prevention national center health statistics cdc reported 70 980 2019 previous 699 set 2017 experts fear numbers could even worse next exacerbated coronavirus pandemic 35 saw increase 13 recorded declines south dakota largest spike 54 followed north 31 alaska 27 fentanyl synthetic opioids involved half cocaine methamphetamine related also rise declined 5 1 marking first drop decades something president donald trump took credit highlighting major administration accomplishment read,1
1599,0,208380,fentanyl,opioid analgesics,schedule ii,couple charged selling heroin led n j man fatal overdose,couple oceanport sold fentanyl laced heroin 36 year old man overdosed died eatontown motel room last authorities said george cucuzella 30 nicole ricciardi 32 arrested tuesday charged strict liability induced death monmouth county prosecutor office statement raul garcia keansburg gas station earlier dec 1 near officials hours later police called found unconscious lying floor bathroom ruled accidental investigators face 20 years state prison convicted first degree charge scheduled detention hearing monday west orange based attorneys immediately reached thursday morning journalism needs support please subscribe today nj com jeff goldman may njadvancemedia follow twitter jeffsgoldman find facebook,1
1600,0,210985,fentanyl,opioid analgesics,schedule ii,two men charged elizabeth city police find enough fentanyl kill 20 000 people,wooten estimated 10 people pasquotank county overdosed year died fentanyl typically involved least another 30 saved shot naloxone also known narcan used reverse overdose effects last emergency responders 90 12 others,1
1623,1,150531,coca,opioid analgesics,schedule ii,boycott got facebook attention real fix nowhere sight,mass advertising boycott hitting facebook inc meaningful turning point social media king another public relations storm weathers way joining trillion dollar club companies like coca cola unilever pausing spend citing variety reasons commonly view enough eliminate hate speech company products polarize divide us sound familiar accusations leveled,1
1640,1,153438,coca,opioid analgesics,schedule ii,social media companies face revenue hit boycotts,verizon decision join growing boycott facebook twitter risks hurting social media giants hurts advertising revenue accounts nearly 70 7 billion annual similar share 3 46 already faced declining ad spending big advertisers like ford coca cola cut budgets amid pandemic recession stophateforprofit campaign launched june 17 anti defamation league naacp advocacy groups seeks pressure curtail racist violent content websites far signed 500 companies organizations outdoor gear retailers northface rei patagonia among first said made move giant failed take steps stop spread platform hateful lies dangerous propaganda,1
1717,1,171946,coca,opioid analgesics,schedule ii,disappointing zuckerberg meeting fails yield results say facebook boycott organizers,civil rights groups say company commit concrete plan address hate speech misinformation organizers behind major advertiser boycott facebook called meeting mark zuckerberg executives disappointing saying failed solutions addressing platform officials including ceo sheryl sandberg chief operating officer met members coalition video chat hour tuesday discuss largest history gained support 1 000 advertisers unilever coca cola starbucks,1
1781,1,187822,coca,opioid analgesics,schedule ii,deadly covid 19 biostatistician explores question,date facebook ceo mark zuckerberg likely forget anytime soon iconic biggest spending brands american life including coca cola hershey company ford motor joined call suspension advertising month adidas verizon many see every night tv signed,0
1789,1,190212,coca,opioid analgesics,schedule ii,pepsi earnings 3 trends watch,consumer food giant could good news investors next week pepsi nasdaq pep status bedrock beverage snack seller usually makes favorite stock tough economic times shares underperformed far 2020 along rival coca cola nyse ko thanks covid 19 pandemic drinking occasions brands like gatorade plummeted due postponement sporting events concerts large social gatherings sets potentially painful earnings report company later month yet shareholders also receive positive updates areas direct cash returns july 13 announces results looks ahead second half fiscal,0
1820,1,194207,coca,opioid analgesics,schedule ii,advertisers leave facebook disney could benefit,disney offerings could lure many marketers facebook nasdaq fb already facing headwinds reduced advertising budgets covid 19 pandemic causing businesses reduce expenses large public companies started announcing stop paid marketing efforts support hate profit campaign although sales come small social media giant generates quarter annual revenue big corporations major brands coca cola starbucks said would sites raises question nyse dis changing landscape,0
1821,1,194345,coca,opioid analgesics,schedule ii,devious fossil fuel propaganda use,moving forward requires focus mashable social good series dedicated exploring pathways greater spotlighting issues essential making world better place dark tv ad aired 1971 jerk tosses bag trash car garbage spills onto moccasins buckskin clad native american played italian actor espera oscar de corti sheds tear camera defiled uglied corrupted poignant awards excellence advertising promotes catchline people start pollution stop lesser known nonprofit group keep america beautiful funded beverage packaging juggernauts pumping billions plastic bottles year likes coca cola company pepsico anheuser busch companies created psa read,0
1822,1,194351,coca,opioid analgesics,schedule ii,pepsico quaker foods business notches 55 profit spike,division helped offset sharp declines go beverage sales pepsico nasdaq pep consumer foods enjoying unprecedented growth pandemic era company announced monday quaker segment markets home prepared like cereals pastas expanded 23 12 weeks ended mid june success allowed pepsi report flat organic period even unit took big hit related covid 19 social distancing efforts rival coca cola announce results next week investors expect show much sharper decline due focused portfolio,0
1838,1,198028,coca,opioid analgesics,schedule ii,pour phone coca cola introduces contactless technology beverage,coca cola introducing new technology could bring back soda dispensers beverage company launch contactless freestyle dispenser allows customers choose pour drinks phones without create account download app consumers hold camera display auto scan qr code connects cloud user interface phone select full menu brands flavors machine subsequently drink users opt similar experience option pre saved mixes software pushed 10 000 later summer compatible end year according statement tool first tested market firehouse subs five guys wendy locations atlanta news comes becomes normal amid rise pandemic since march many businesses experts encouraged use payment systems concerns spread coronavirus cash credit cards,0
1849,1,200409,coca,opioid analgesics,schedule ii,dow 250 point jump led gains shares raytheon technologies corp coca cola,shares raytheon technologies corp coca cola posting positive momentum wednesday morning sending dow jones industrial average territory djia 0 77 recently trading 250 points 9 higher rtx 3 25 ko 2 53 contributing blue chip gauge intraday rally 45 4 1 7 combining approximately point bump components significantly gain include american express axp 23 ibm 93 walt disney dis move benchmark 30 results 6 86 swing editor note story auto generated automated insights using data factset see market terms use,0
1850,1,200442,coca,opioid analgesics,schedule ii,dow 250 point jump led gains shares raytheon technologies corp coca cola,shares raytheon technologies corp coca cola posting positive momentum wednesday morning sending dow jones industrial average territory djia 0 81 recently trading 250 points 9 higher rtx 3 39 ko 2 56 contributing blue chip gauge intraday rally 45 4 1 25 7 combining approximately point bump components significantly gain include american express axp 32 ibm 00 walt disney dis 76 move benchmark 30 results 6 86 swing editor note story auto generated automated insights using data factset see market terms use,0
1921,13,151506,heroin,painkiller,schedule i,man arrested death injured woman dropped hospital eugene police say,suspect arrested injured woman earlier week dropped eugene hospital later died police said thursday investigators believe kiari tasha danielle holland 31 year old resident hit vehicle near river road picked truck taken sacred heart university 4 30 tuesday driver passenger left additional information could obtained camera caught pictures gray toyota tundra area asked residents keep lookout found wednesday day christopher samuel lee custody charges manslaughter run well possession heroin methamphetamine according lane county sheriff office details released kale williams kwilliams oregonian com 503 294 4048 sfkale subscribe oregonlive newsletters podcasts latest news top stories,1
1937,13,157597,heroin,painkiller,schedule i,rhode island fights ods ad asks know dealer vegan,rhode island fighting sharp uptick accidental ods provocative online ad campaign know dealer vegan fistful cash get message 500 000 paid state behavioral healthcare department targets users may could selling fentanyl calling heroin ads ask well person sells cocaine trust illegal point people think serious often life threatening consequences using illicit substances contain risk user appropriately aware spokeswoman linda reilly told golocalprov com saw 22 percent spike overdoses first quarter year,1
1958,13,170769,heroin,painkiller,schedule i,federal officers find meth heroin hidden van gas tank spare tire otay mesa,u customs border protection officers found 140 pounds liquid meth 2 heroin van gas tank spare tire otay mesa crossing monday authorities said driver 52 year old woman detained turned homeland security investigations agents mexico citizen permanent resident cbp officials worth 175 000 drove port entry 4 71 female passenger gmc safari sniffing dog alerted undercarriage imaging system scanned detected described anomalies searched 131 bundles hidden advertisement seized released,1
1961,13,175317,heroin,painkiller,schedule i,man arrested 12 baggies heroin connected grass lake overdose death police say,waterloo twp mi man arrested wednesday night connection overdose death may jackson county sheriff deputies stopped 44 year old township around 7 50 p july 8 harr road near intersection munith investigation connected grass lake capt wayne bisard said 53 died 9 12 individual use baggies black container suspected heroin police lodged jail possession intent distribute ongoing read news citizen patriot appeals court affirms judgment schools teacher whistleblower lawsuit ella sharp museum cancels first patio party summer due extreme heat teenage girl injured scissors fight say city hall reopens public masks social distancing required motorcyclist ditches bike flees foot chase,1
1995,13,186702,heroin,painkiller,schedule i,adams county man pleads guilty federal court conspiracy charges,adams county man pleaded guilty thursday federal court conspiracy possess distribute methamphetamine heroin arturo david aguilera viveros 36 also illegal reentry u deportation according attorney office district colorado news release charges intent 500 grams 100 said others sent large amounts wyoming including 20 pounds prosecutors arrested april 4 2019 aurora residence feb 2014 citizen mexico convicted arapahoe sentenced six years prison upon sept 7 2017 deported defendant apply admission otherwise seek approval reenter united states douglas sheriff multiple agencies assisted case scheduled 24,1
1996,13,186710,heroin,painkiller,schedule i,aj freund mother joann cunningham faces 60 years prison sentencing murder 5 year old crystal lake boy,aj born illinois department children family services took infant custody mother heroin body couple regained 20 months old dcfs repeatedly investigated incidents left mercy abusive parents,1
2018,13,193387,heroin,painkiller,schedule i,child 4 reported drowned southbridge pool,southbridge police investigating appears accidental drowning 4 year old private pool worcester district attorney office said sunday social media 911 caller p reported child bottom 48 sunny hill road fire chief paul f normandin jr dispatcher indicated someone house jumped grabbed officer performing cpr department paramedics arrived address 11 facebook continued resuscitation efforts ambulance ride harrington hospital boy succumbed injuries post tragic bad scene people hysteria state local detectives day end talked many first responders could unfortunately straight long got going door heroin overdose never stops mental healthwise guys ok phone family best keep open eye,1
2025,13,194724,heroin,painkiller,schedule i,unconscious 21 year old male revived narcan leelanau county,leelanau county mi quick actions sheriff deputy likely saved life unconscious man incident occurred office responded unresponsive subject home east bingham road township 8 13 p saturday july 11 upon arrival deputies located 21 year old male ineffective slow breathing failed attempts wake victim administered narcan also known naloxone hydrochloride commonly used reverse effects heroin two doses woke became combative scene police said detained transported munson hospital traverse city treatment action responding statement reads grateful dedicated individuals working patrol every day agency,1
2072,13,204706,heroin,painkiller,schedule i,former armed robber works police,video kevin former armed robber heroin addict works violent offender watch vow team edinburgh aims cut offending rates mentoring wants deter young offenders following life,1
2082,13,208380,heroin,painkiller,schedule i,couple charged selling heroin led n j man fatal overdose,couple oceanport sold fentanyl laced heroin 36 year old man overdosed died eatontown motel room last authorities said george cucuzella 30 nicole ricciardi 32 arrested tuesday charged strict liability induced death monmouth county prosecutor office statement raul garcia keansburg gas station earlier dec 1 near officials hours later police called found unconscious lying floor bathroom ruled accidental investigators face 20 years state prison convicted first degree charge scheduled detention hearing monday west orange based attorneys immediately reached thursday morning journalism needs support please subscribe today nj com jeff goldman may njadvancemedia follow twitter jeffsgoldman find facebook,1
2089,13,211604,heroin,painkiller,schedule i,jersey city grandfather arrested leaving 1 year old alone bayonne laundromat police,heroin toting city man jailed wednesday authorities say left 1 year old grandson alone bayonne laundromat police responded super spin lefante way 10 30 reports toddler unattended adult brought later identified robert glover inside minivan parking lot arrived 48 child capt eric amato said charged possession narcotic paraphernalia endangering welfare investigation found several glassine packets glass pipe used smoke narcotics also vehicle unsecured easily accessible warrant check revealed one active arrest issued hillside municipal court taken medical center evaluated precaution hudson county jail,1
2127,67,161975,oxycodone,opioid analgesics,schedule ii,man charged 2019 augusta homicide,richmond county sheriff investigators arrested augusta man connection july 2019 homicide well attempted robbery several charges davon r jones 28 thursday home thomas lane made first court appearance today magistrate investigator shane van dyke obtained warrants including one charging murder slaying 22 year old gerald waldon shot times abdomen head four people also charged death criminal attempt commit force sept 24 attack accomplice allegedly punched victim knocking ground searched pockets take wallet additionally faces illegal narcotics found executed search warrant 107 mdma pills 18 48 grams marijuana 3 5 cocaine weapon offenses convicted felon possession firearm burglary 2009 oxycodone 2010,1
2130,67,184736,oxycodone,opioid analgesics,schedule ii,video game pals admit plot firebomb nebraska pharmacy,alexandria va ap pharmacist abuser met playing online video games pleaded guilty friday federal charges plotted firebomb nebraska pharmacy benefit black market dealing william burgamy 32 hanover maryland ran website called neverpressedrx sold oxycodone darknet part internet accessible encryption prosecutors u district court said supplier real hyrum wilson 41 auburn family value according papers two conspired blow competing town cody save reasoned would pick business allow illegally funnel even operation without attracting suspicion regulators,1
2255,108,168832,buprenorphine,opioid analgesics,schedule iii,pandemic continues safe injection sites could save lives opinion,context pandemic harm reduction strategies including ops needle exchanges even important provide access covid 19 testing marginalized people otherwise little interaction healthcare system conduit opioid substitution therapies like buprenorphine methadone essential ensuring use test positive successfully quarantine importantly save lives canada legal workers reported seeing immediate spike overdoses temporarily closed name social distancing,1
2256,108,170762,buprenorphine,opioid analgesics,schedule iii,alan cowan researcher helped develop used treat opioid addiction dies 77,buprenorphine painkiller blended opiate blocker naloxone crushed liquified injected would produce high patient blend became first narcotic could prescribed certified american physicians treatment opioid dependence addiction act 2000 according rehabs com centers resource,1
2257,108,176005,buprenorphine,opioid analgesics,schedule iii,pandemic continues safe injection sites could save lives opinion,context pandemic harm reduction strategies including ops needle exchanges even important provide access covid 19 testing marginalized people otherwise little interaction health care system conduit opioid substitution therapies like buprenorphine methadone essential ensuring use test positive successfully quarantine importantly save lives canada legal workers reported seeing immediate spike overdoses temporarily closed name social distancing,1
2279,117,157597,cocaine,"anesthetics,mucosal",schedule ii,rhode island fights ods ad asks know dealer vegan,rhode island fighting sharp uptick accidental ods provocative online ad campaign know dealer vegan fistful cash get message 500 000 paid state behavioral healthcare department targets users may could selling fentanyl calling heroin ads ask well person sells cocaine trust illegal point people think serious often life threatening consequences using illicit substances contain risk user appropriately aware spokeswoman linda reilly told golocalprov com saw 22 percent spike overdoses first quarter year,1
2283,117,160615,cocaine,"anesthetics,mucosal",schedule ii,coast guard cutter departs portsmouth naval shipyard last time,kittery maine coast guard cutter reliance leaving portsmouth naval shipyard last time 210 foot spent 32 years new hampshire departing patrol monday ship continue next month home navy base pensacola florida commissioned 1964 long history england 1989 served scene commander narragansett bay oil spill directed cleanup 300 000 gallons crude 1991 crew tactical command interdiction fishing vessel south island smuggling 5 tons cocaine moved around homeports corpus christi texas yorktown virginia port canaveral article written associated press legally licensed newscred publisher network please direct licensing questions legal com,1
2285,117,161975,cocaine,"anesthetics,mucosal",schedule ii,man charged 2019 augusta homicide,richmond county sheriff investigators arrested augusta man connection july 2019 homicide well attempted robbery several charges davon r jones 28 thursday home thomas lane made first court appearance today magistrate investigator shane van dyke obtained warrants including one charging murder slaying 22 year old gerald waldon shot times abdomen head four people also charged death criminal attempt commit force sept 24 attack accomplice allegedly punched victim knocking ground searched pockets take wallet additionally faces illegal narcotics found executed search warrant 107 mdma pills 18 48 grams marijuana 3 5 cocaine weapon offenses convicted felon possession firearm burglary 2009 oxycodone 2010,1
2287,117,162946,cocaine,"anesthetics,mucosal",schedule ii,suspected plane bursts flames mexico highway landing,video jet aircraft suspected carrying illegal destroyed fire landing highway southern mexico lorry packed 390kg cocaine found nearby state quintana roo military officials said plane detected mexican entered airspace followed jets troops dispatched site reports arrests,1
2301,117,166030,cocaine,"anesthetics,mucosal",schedule ii,american airlines mechanic charged connection cocaine found cockpit trafficked jamaica jfk feds,20 minutes flight set depart jfk bellosi seen entering area stashed transponder apprehended agents later found empty tool bag cutouts lining jacket large enough hide bricks cocaine cockpit prosecutors said,1
2342,117,186449,cocaine,"anesthetics,mucosal",schedule ii,man arrested sales possession gun merced ca,29 year suspect arrested suspicion narcotics sales possession firearm merced thursday morning according police gang violence suppression unit served search warrant 3300 block bridalveil court 10 20 officers located approximately 22 grams cocaine handgun braden price admitted uses every day self admission addiction prohibits possessing state law booked county jail asking anyone information regarding crime contact officer barajas 209 388 7814 email barajasj cityofmerced org breaking news sign one many newsletters first know big breaks local never important subscribe unlimited digital access matters community readlocal,1
2350,117,189820,cocaine,"anesthetics,mucosal",schedule ii,1 million worth cocaine wash florida keys,1 million worth cocaine washed shore florida keys earlier month according u border patrol packaged 29 bricks total weight 35 kilograms said agent adam hoffner head operations actually found last wednesday july near middle city marathon someone reported police breaking news sign one many newsletters first know big breaks local never important subscribe unlimited digital access matters community readlocal,1
2361,117,191813,cocaine,"anesthetics,mucosal",schedule ii,cocaine found bulk carrier hold hidden coal mexico,mexico law enforcement teams found 3 sacks total 140 packages containing 162 kilo cocaine cargo hold bulk carrier es jupiter lazaro cardenas port ship arrived jul 7 buenaventura colombia coal took 4 days thorough search find investigation way mentioning probable crew involvement hopefully seamen left taken anchorage 11 morning 13 remained anchor fleetmon vessel risk rating https www com services,1
2370,117,193998,cocaine,"anesthetics,mucosal",schedule ii,police investigate suspected activity,medina ohio n court street police responded man suspected selling crack cocaine car 3 53 p july 10 reports said allegation determined unfounded animal bite maple resident reported dog attacked another walk 5 21 11 warden notified indicate citations issued disorderly conduct broadway cited 16 following investigation suspicious person read news sun,1
2378,117,197862,cocaine,"anesthetics,mucosal",schedule ii,mexican man coronavirus dies ice custody,mexican man held u immigration custody florida died shortly testing positive coronavirus officials said monday onoval perez montufa 51 sunday afternoon palm beach county hospital according customs enforcement news release tested covid 19 july 2 glades detention center moore west lake okeechobee medical staff facility began treating day earlier complained shortness breath initially entered ice june 15 following federal prison massachusetts served 12 years cocaine distribution pending removal mexico el salvador may san diego california guatemala later month lumpkin georgia,1
2381,117,198104,cocaine,"anesthetics,mucosal",schedule ii,mexican man coronavirus dies ice custody,sign special edition newsletter get daily update coronavirus pandemic west palm beach florida mexican man held u immigration custody died shortly testing positive officials said monday onoval perez montufa 51 sunday afternoon county hospital according customs enforcement news release tested covid 19 july 2 glades detention center moore lake okeechobee medical staff facility began treating day earlier complained shortness breath initially entered ice june 15 following federal prison massachusetts served 12 years cocaine distribution pending removal mexico el salvador may san diego california guatemala later month lumpkin georgia,1
2387,117,202532,cocaine,"anesthetics,mucosal",schedule ii,cocaine hidden coal traffickers use special equipment,dutch media reported cocaine bust last week board bulk carrier arrived ghent belgium barranquilla colombia black bag packages totaling 37 kilos found cargo coal 4 men arrested including 3 belgians 1 albanian attempted pick interestingly wear port worker jackets helmets special equipment search hold full understood ship question ultra daniela jul 6 left 14 crew involved trafficking fleetmon vessel risk rating https www com services,1
2394,117,207037,cocaine,"anesthetics,mucosal",schedule ii,overdose deaths jump 2019 nearly 71 000 record high cdc says,cnn overdose deaths united states jumped last year projected 4 8 wiping slight decline 2018 setting new record high according preliminary data released wednesday us centers disease control prevention national center health statistics cdc reported 70 980 2019 previous 699 set 2017 experts fear numbers could even worse next exacerbated coronavirus pandemic 35 saw increase 13 recorded declines south dakota largest spike 54 followed north 31 alaska 27 fentanyl synthetic opioids involved half cocaine methamphetamine related also rise declined 5 1 marking first drop decades something president donald trump took credit highlighting major administration accomplishment read,1
2416,117,219168,cocaine,"anesthetics,mucosal",schedule ii,two buffalo men charged conspiracy distribute cocaine,two buffalo men charged federal criminal complaint conspiracy distribute cocaine according u attorney office prosecutors said 26 year old nathaniel myers 29 robert fletcher face maximum 20 prison sentence convicted charge early june investigators recovered narcotics allegedly received via ups san diego calif reportedly seized police chase ended route 33 k 9 search vehicle telephones walmart money transfer family member individual believed responsible sending tracing traveled eluding found white plastic bag suspected placed sham package near set surveillance released state custody arrived area phony stopped traveling behind exited picked walked towards,1
2424,119,184906,cannabidiol,"anesthetics,mucosal",schedule i,face facts cbd hype train derailed,yet another reminder next big thing investments need time mature years hotter investment opportunity wall street marijuana tens billions dollars sales conducted black market seemed logical north america legal cannabis stocks would benefit canada became first industrialized country modern era legalize adult use weed two thirds u states ok varied degree general sense began taking back seat late 2018 throughout much 2019 niche movement cannabidiol cbd,1
2519,0,232183,fentanyl,opioid analgesics,schedule ii,new york woman faces murder charge related crossville fatal od 2018,new york woman charged connection 2018 related death crossville authorities diana grosso 59 otisville second degree murder overdose julia meade 57 july two years ago tennessee bureau investigation began working cumberland county sheriff department investigate cause eventually determined died fentanyl tbi said learned days found dead home 13 acquired brought investigators clear substance gave contained deadly amount transported sunday held jail 200 000 bond attorney correction previous version story misspelled last name updated reach brinley hineman bhineman tennessean com twitter brinleyhineman,1
2523,0,239336,fentanyl,opioid analgesics,schedule ii,fatal overdose leads long island ring takedown nypd cop arrested,autopsy showed victim identified wednesday fentanyl ethanol oxycodone system death detectives began surveillance overdose effort determine source soon aware three suspects illegal interactions officials said,1
2526,0,242903,fentanyl,opioid analgesics,schedule ii,2 nurses worked indicted doctor may face discipline,columbus ohio ap board nursing consider thursday whether suspend two nurses licenses cases related allegations intensive care patients given excessive painkillers ordered hospital doctor charged murder first come since administrative hearings began 25 matter examiner concluded failed meet standards safe known large doses fentanyl potentially harmful supposed protect said seemed acceptable time following relying expertise fired william husel pleaded guilty charges deaths area mount carmel health system several years maintains providing comfort dying trying kill,1
2530,0,248426,fentanyl,opioid analgesics,schedule ii,18 massachusetts residents charged federal indictment,federal prosecutors said thursday 18 people massachusetts charged connection wide ranging fentanyl heroin crack cocaine trafficking operation eight already arrested november us attorney office press release among pedro baez 50 fitchburg anthony 31 amanda ford 33 monica troche 27 branny taveras 37 shastaalena blair 39 jessica hughes 28 gardner valerie lucier 30 anthoney held pending trial face charges include one count conspiracy distribute least 500 grams 400 100 base,1
2535,0,254035,fentanyl,opioid analgesics,schedule ii,michigan man arrested minot fentanyl bust,minot n ward county task force arrested michigan man friday july 24 seizing 1 pounds fentanyl brought street value approximately 157 500 donald e green 53 southfield mich suspicion possession intent deliver class felony taken jail made officers police department sheriff north dakota bureau criminal investigation homeland security investigations u border patrol,1
2538,0,256077,fentanyl,opioid analgesics,schedule ii,300 lbs meth fentanyl seized tractor trailer smuggling attempt,300 pounds methamphetamine fentanyl found stashed sleeper cab tractor trailer truck thursday tried cross mexico san diego authorities said arrived otay mesa port entry 7 shipment recycled cardboard according u customs border protection inspected scan showed anomalies officers two black duffel bags stuffed 64 cellophane wrapped bundles packages contained 286 meth 26 cbp driver 36 year old mexican man valid crossing card arrested advertisement even midst global pandemic continue see attempts move hard narcotics across communities pete flores director field operations remains closed non essential traffic due coronavirus although travel limits apply commercial trade,1
2542,0,263348,fentanyl,opioid analgesics,schedule ii,dayton man facing warren county manslaughter charges tests positive covid 19,faces 11 years prison manslaughter charge term presumed necessary well three 10 000 fine tampering according plea entry explore dayton man accused hiding evidence overdose death victim adam marlow 28 found dead fentanyl cocaine intoxication dec 15 2018 mason home neither satterwhite prior record trial delayed april due covid 19 concerns electronic monitoring also discontinued protect court employees exposure new virus least one employee tested positive preventative measures begun lebanon faced charges corrupting another trafficking,1
2544,0,266474,fentanyl,opioid analgesics,schedule ii,fall river police searching two people 11 month old overdoses fentanyl,fall river police searching two people 11 month old overdosed fentanyl officials said warrants issued kevin baker 39 lynne servant 35 charge permit injury child statement tuesday,1
2545,0,266617,fentanyl,opioid analgesics,schedule ii,police charge man delivery death millcreek,erie man arraigned charges provided fentanyl millcreek township resident died overdose june police charged 26 year old providing person later lonica hayes jr defendant tuesday including delivery resulting death manufacture possession wit intent deliver controlled substance paraphernalia criminal use communication facility greene district judge susan strohmeyer placed county prison 100 000 bond arrested 22 charge attempted said investigators determined release gender age victim,1
2547,0,269271,fentanyl,opioid analgesics,schedule ii,spike overdose deaths attributed cocaine users,poloncarz also pointed 13 residents ages 60 died opioid overdoses last year 10 individuals age range already far likely mean cocaine users dying may habitual consider dangerous spiked fentanyl killer said burstein new demographic victims includes middle aged people 40s 50s 60s professional found home alone local officials possible staying working social isolation contributing increased use fatalities erie county district attorney john flynn could side effect york bail reform pretrial custody better access treatment,1
2553,0,273500,fentanyl,opioid analgesics,schedule ii,man woman arrested day 11 month old overdosed fall river,man woman arrested fall river wednesday day 11 month old overdosed fentanyl police said lynne servant 35 arraigned afternoon district court held 50 000 bail according gregg miliote spokesman bristol county attorney office kevin baker 39 thursday,1
2554,0,273594,fentanyl,opioid analgesics,schedule ii,two buffalo men arrested charged cocaine conspiracy,two buffalo men arrested charged criminal complaint conspiring possess intent distribute 500 grams cocaine according u attorney office convicted charge juan padua 32 michael vasquez 24 face minimum five years maximum 40 prison prosecutors said postal inspection service intercepted parcel shipped puerto rico addressed box turned enforcement administration july 22 investigators executed federal search warrant contained toys coloring books paper plates napkins slime allegedly large white brick like substance composed loosely packed powder field tests indicated presence fentanyl,1
2555,0,273835,fentanyl,opioid analgesics,schedule ii,fargo police warn potentially deadly counterfeit pills,fargo police warning public counterfeit prescription painkillers resembling 30 milligram oxycodone pills linked overdoses throughout north dakota sold illegally street contain powerful opioid fentanyl green tint usually imprinted one side said prescribed doctor dispensed legitimate pharmacies tainted safe use warn using obtained illegal means could cause serious injury death ask anyone finds contact local law enforcement agency department would release information cases still investigation listen live watch addiction help resources found human services website harm reduction center 512 fifth st n may also used resource obtain naloxone helps reverse overdose,1
2559,0,276049,fentanyl,opioid analgesics,schedule ii,deaths 3 adults ontario home linked possible fentanyl overdose,three adults found dead home ontario tuesday july 28 officials said believe overdosed bodies discovered lamplighter mobile park 2139 e 4th st police department officers fire paramedics arrived determined parties deceased possibly due exposure fentanyl news release people publicly identified prescription painkiller estimated 50 100 times powerful morphine,1
